sadness	How could such a crooked,stuck up,delusional,dim&amp; #dark hearted dud be surprised losing&amp;prob also ppl won't let their crimes drop! #nwo imo
sadness	Making that yearly transition from excited and hopeful college returner to sick and exhausted pessimist. #college
sadness	@Argos_Online customer service is dreadful, phone bill is huge and get passed from person 2 person and keep taking money off my card #idiots
no-sadness	@teenageic0n_ you'll be pleased to know my family are blues
no-sadness	Refuge Recovery Boston - Weds 7:30-9 pm. #healing #support #addiction #recovery #buddhism #meditation #sober #cambma #meeting #harvardsq
sadness	My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!!  #TerenceCrutcher
no-sadness	Good morning and happy Tuesday! I hope you have a terrific day! Enjoy it tons 😃
no-sadness	Band members wanted. Contact me #NewcastleGateshead #Sunderland #musicians #musicbusiness #musicislife #music #musically #band #blues #folk
sadness	It's dark
sadness	Angry shouting match between a #pessimist &amp; an #optimist:\\n'You're a half empty-headed @%$!' \\n'You're half full of @%$!'
sadness	Awake at 5.30am with a seriously bad throat 😩😩😩😩😷🤒 glands feel huuuuuuuge and I'm in uni soon! #grim
no-sadness	@videogareth yet...
no-sadness	excited for YSJ Summer Ball - I wish we had one too
no-sadness	Do not be discouraged by a slowing sales market. This will test your business model and pinpoint #strengths and #weaknesses.' @Ken_Dunn
no-sadness	Dirty Chai tea with Rumchata hits the spot on this gloomy Tuesday morning. 😊
no-sadness	Happy Mother's Day!
sadness	Always do sober what you said you'd do drunk. That will teach you to keep your mouth shut. \\n― Ernest Hemingway #quote
no-sadness	@rachelkennedy84 @callummay @Ned_Donovan @JeyyLowe @jimwaterson @dats Can it do the bell ringing and incense at consecration?
no-sadness	to atl in the morning then back to Clemson
no-sadness	The #sober equivalent of being in a #bar women's restroom is the #salon. Everyone compliments each other &amp; become friends. I love it
sadness	@JusticeWillett Lord, we don't understand tragedy. Do what You do best: bring good grom it and comfort those who mourn. Amen
sadness	What a grim night #GetTheFireLit 🔥
no-sadness	@mtailor “20% Better Than a Tailor”? Least a tailor would know #navy vs. #blue. $500 and 4 weeks for an #innacurate suit? 
sadness	#AmericasGotTalent live shows with so many technical faults #disheartening
sadness	@fitzstockcharts Gundlach calling for rounding top, doom and gloom, 15% down move
sadness	@midnight #EndTrumpweek please, it's #depressing me.
sadness	Sometimes the support network is causing the damage. \\n\\n#support #Damaged #alone #tired #lost #hurt #nojustice #depression #surivivor #NoMore
no-sadness	No quite sure how Craig Gordon's stayed on the park there !!
sadness	So depressing that it's darker so much earlier now
no-sadness	@AGlyndwr @TeaPainUSA All I know is the sentence will start with 'look...' like any high school punk would start a threat.
sadness	There's many things I don't care about, and many things I do that I don't speak on because it's such a heaviness even when released...
sadness	Man city's kit is dreadful!
no-sadness	The animals, the animals\\nTrap trap trap till the cage is full\\nThe cage is full, stay awake\\nIn the dark, count mistakes
no-sadness	I want my real keys back
no-sadness	My producer is mixing and mastering the songs now for #murky #notebook #mixtape\\nThe tape will be out soon for free download 🔥🎶💨💯
no-sadness	@NRO @Acosta @CNN @realDonaldTrump remember when NRO gave CNN grief about their relentless HC email crusade? me either.
no-sadness	Letting go of anger is key to happiness. Please help me let go of these angry feelings. #happiness #anger
sadness	It's way too hard not to get discouraged.
sadness	Ffs dreadful defending
sadness	@pottermore : I can't find my patronus, the website doesn't work, I can't even see the questions.... #sadness...
sadness	My house isnt always a mess but when it is, its when i have friends coming #mess #serious #twitter #problem #like #friends #filthy #home
sadness	@ThatWhiteSoxFan @tbtrill not as sad as the White Sox playing record ;)
sadness	3 weeks into the course and have had the kitchen sink thrown at me, I m still pulling knives and forks out of my ears
no-sadness	@TheRandomAnt @meg_m203 yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right.
sadness	Imagine suffering chronic depression  and being told 'you have an unattractive chip on your shoulder' #DWP #WRAG #WWW.GOV.UK #Mentalhealth
no-sadness	@shopgreenwich #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp; #benoakley
sadness	Had to give up on The Blue Guitar, couldn't stand main character. Sort of skim-read to the end which got grim and unsettling . . . 1/2
no-sadness	@jodikantor @nytimes only if YOU will pay for them and YOU will be responsible for them and their doings. #sober #real #blind
sadness	@pmo100 @5liveSport .....I heard talk something is a miss. He looks weary.
sadness	@mik61scot @longshankseddie @ROSAZAMBONINI @YouTube I thought it was because she once sunk her teeth into something that's meant 2b sooked
sadness	if you have been on depression too u shouldn't be judging him and exposing him to everyone, but helping him
no-sadness	Wonderful day for my photo practicum of the Fotoschool. I wouldn't mind some typical Dutch clouds though
sadness	When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 #despondency
sadness	Come here, let me do whatever I do with it. #dismal
no-sadness	takin short nap, gym and work before kids come back home tonite
sadness	@nytimes media celebrated Don King endorsing #Obama in 08 and 12 now criticize him for endorsing #Trump who wants new Civil Rights era- sad
sadness	@ThomasHCrown @laurakfillault As a historic evangelical, I wonder if the Donatists had a point? What dreadful clergy in my fmr. circles.
sadness	The blackest abyss of despair, Alonzo
sadness	@ananavarro @tcarrels most of Trump supporters have not clue about the meaning of the words they used just like him  #nevertrump
sadness	Nasty nasty chilly rain has put a damper on my afternoon cigar.  This is NOT a good thing. @cspanwj And FOUR #CongressCritters tomorrow?
no-sadness	its a gloomy day, im cuddled in my bed watching brendon covering songs and i couldnt be more relaxed or happy 😋
no-sadness	Aright Twitter Fam... guess ima be outties.. gonna try n sleep off some of this horrible pain
no-sadness	First weekend of fall; let's see if I can stay disciplined to this seasons goals. #fitness #running #sober #Mindset #firstfriday #family
sadness	My encouragement today is my dog while my head is in a fog. #epicfail #depression #feelingfedup #tired #ihaveheardeverything #wondering
sadness	Is this the Krusty Krab?\\n\\nNo this is crippling depression
sadness	@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions
sadness	@KeithRothfus Your silence=complicity. Obviously you have no problem with Russian interference. #sad #russianhacking #treason
sadness	@mizzymaxx @Bsmarz22 @ssmik2309 haha Bro she's sadly married man 😩😩
no-sadness	Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie pie.
sadness	@RIPPoohSavage u know ion play that shit bout my weary brother
no-sadness	@daniellemhicks lol what!! where is it!
sadness	It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! '  #ourworld
sadness	Romero is fucking dreadful like seriously my 11 month old is better than him.
no-sadness	Leviticus 19:14\\nYou shall not curse the #deaf or put a stumbling #block before the #blind, but you shall #fear your #God: I am the [1/2]
no-sadness	Jay Z and Brad Pitt cheated ..Bey stayed Angie left #cheaters #love #lust #sex #couples #relationships #date #marriage #divorce
no-sadness	@DavidArchie  the website is http://tinyurl.com/c7yojg  idk if the place is around ur area..
sadness	I wish I could live in y'all reality where i can grieve over people i never met. To bad i got BROTHERS dying left and right .
no-sadness	@TheLonely Oh you do? I have the ability to teleport
no-sadness	No one wants to win the wild card because you have to play the Cubs on the road. 
no-sadness	Stars, when you shine,\\nYou know how I feel.\\nScent of the pine, \\nYou know how I feel.\\nFreedom is mine,\\nI know how I feel.\\nI'm feelin' good.
sadness	What do you do?'\\n'You are not worthy enough to know.' #what #serious
no-sadness	Y am i still awoke @ 5:12 a.m
sadness	It's easy to #fall #asleep in class, but hard to in bed. #True #sober #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet
no-sadness	@jemimakiss but have you got @nrierp, and twitted a link to it. No? Fail.
sadness	@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since. #sad #Autumn
sadness	@BillMoyersHQ Elderly belong w/family; our social system is broken.  This egregious 'Meancare' will shake it up, alas.
sadness	That AK47 leave your spine with a frown
no-sadness	@RedAntiques Let me guess.... Antiques &amp; Collectibles?  Anywhere else you'd like to be?
sadness	@CTAFails @cta is it ok for your drivers to smile not open the door and drive off 
no-sadness	(whisper) I cannot frown.
no-sadness	Beats is accurately all-powerful with respect to high-quality high-frequency speaker in re the extra desolate relating to fire-ea:…
no-sadness	Let's get drunk and tell each other things we're afraid to say when we're sober.
no-sadness	Okay @BTS_twt it was fun and all you can change your layout back to something goofy and domestic as usual pls I'm intimidated rn
sadness	Not written for African-American\\n\\nNo refuge could save the hireling and slave\\nFrom the terror of flight or the gloom of the grave,
no-sadness	@lefluerr Lol yeah I read that but I stayed up and didn't nap tillI collect 3 people who I think they've got me 😂😂!!
sadness	@Cassena13 I know if I wasn't an optimist I would despair.
no-sadness	@GrimsToyShow @hunna_chunna you got hacked on your gaming channel grim by evil wood clowns yesterday September 20 and September 21 today
no-sadness	Dont dull #Dutty_Wednesday
no-sadness	Now they fret about scuffs. I’ll take scuffs (which…come in) for a phone I can use wet handed or drop in a toilet any day.
sadness	Bain of my life having to drive to a cash point, Then to a shop for change in pound coins, Then to the gym all for a bastard sunbed. #grim
no-sadness	Going to search out areas we would like for our dream home to also home my home based business one day soon.
sadness	@WalshFreedom sadly, that idiot completely overlooks the facts . He had a gun pointed at police. Are they that stupid?That should be ignored
sadness	im so gloomy today
no-sadness	@LizzieGrubman have a great time in the Hamptons. Hope it's for some relaxation, not for work
sadness	Today you visited me in my dreams and even though you aren't physically gone I still mourn you
no-sadness	@camilleisleta My wand? It's a black hawthorn wand with a core of kraken heartstrings.  You?
no-sadness	@trashcami this cured my depression
no-sadness	@hannah_2401 hannah stop being mournful and chill 💁
no-sadness	@Hails_Berry8 @sajedhariri23 varsity pine riding
sadness	It feel like we lost a family member🙄😂
no-sadness	Don't get #weary in well doing.\\n#Faith #God #prayer
no-sadness	People are trying too hard to hate on Cam Newton without understanding his position 
sadness	@JamesWickham Congratulations!  My top home-owning tip: try not to look at your mortgage balance too often.  The slowness will depress you.
sadness	Sigh. I got a B- .. #depressing
no-sadness	@devlinjim @SophieLong01 What about Daniel 7:9? - his throne was like the fiery flame, and his wheels as burning fire.
sadness	Currently unfollowing anything relating to disneyworld or Florida! #holidayblues #depressing #wantogoback 😭💔
no-sadness	NL's top bureaucrat is a director of a group formed to oppose NL's top megaproject. #nlpoli - never dull
sadness	I was not made for this world. #empath #unhappy
sadness	@happyandbashful Flirt, simper, pout, repeat. Yuck.
no-sadness	@nick_carter It says the video is private
sadness	@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.
no-sadness	blues bar
sadness	A MOMENT:\\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide  #racism #pride
sadness	Being @ #work #sober 🤦🏽‍♂️ I can not do it
sadness	Whenever I'm feeling sad I will listen to monsta x and hug my teddy bear and I always feel better
sadness	Rooney ! Oh dear, oh dear ! Fucking dreadful 🙈⚽️⚽️
no-sadness	i tried calling work 5 times and they wont answer
sadness	@yourKarma Reaching out AGAIN in hope to contact over the technical issues I am having. Your CS is severely lacking. #badkarma #unhappy
no-sadness	@jaassiieeeee I will not fall to the dark side😂😂
no-sadness	is satisfied with her FP'09 review
no-sadness	@TheBetterSexDoc nice quote as always!
no-sadness	@corkyloowho haha  @Jonasbrothers y'all should REALLY hurry up and announce AUSTRALIAN tour dates. it's been 3 freaking MONTHS! @thePISTOL
no-sadness	@JoyceMeyer @mrsglessman #day of #vengeance of our #God; To #comfort all who #mourn, To console those who #mourn in #Zion, To give [4/7]
no-sadness	Free live music in DC tonight!  #blues with #MoonshineSociety at @thehamiltondc in the Loft starting at 10:30pm @FreeinDCBlog @WTOPFreebies
sadness	In other news. My legs hurt. #running #5kin26mins #dreadful #flatfeet
no-sadness	@AwardsDaily Looks that way.  I don't want to see how Q is going to handle Tate murder.  #shudder
sadness	but losing these games are the worst, you end up feeling a mixture of anger and sadness and shame and anxiety and it lasts for days
sadness	Thank God she warned me before I walked to that sink cause lord knows I would've been sick to my stomach and would've wanted to sue lbvfs
sadness	It's become a verb. 'I'm gonna Villaseñor all those old contacts I don't need anymore.' #sadness @melissavcomedy #waitingforexplanation
sadness	@ChristianJMay @CityAM \\nConfidence held up... despite constant and continual doom and gloom
sadness	the waitress recognised me from last time i was in there moping, after my interview haha
no-sadness	So, I am working on the news as well while I am doing all of this &amp; Rob is all over the place!  No wonder that boy never gets left alone!
sadness	whenever I hear concert postponed I think of dismal ticket sales   green day ?
sadness	Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️
sadness	@TaylaStJames it happens and Vegas isn't the only origin thats prevelant #sadly
no-sadness	nachos and the tudors? i think so
no-sadness	Well ive had a twitter account 4 a while, but just started using it.
no-sadness	Do not grow weary in doing good.'\\n\\n-@billclinton
sadness	now im all alone and my joy's turned to moping
sadness	@GemmaAnneStyles @Fabicelolly we don't have these in america (i think) i'm #upset and #hurt
no-sadness	I can literally eat creamy pesto pasta topped with grilled chicken, sun dried tomatoes, asparagus and pine nuts every single day of my life
sadness	@LeePorter94 @DomMcGovern_ hi Dom I saw u at Notts county away, looking for 1 mufc away ticket will pay #blues
no-sadness	@HandiQuilterBG I have an even dozen.  thanks for reminding me. I quilt 2 and make 3. LOL
no-sadness	Dannie you're a terrible influence, piercing time😂💉
sadness	@redBus_in #unhappy with #redbus CC, when I talked with them before a week still they didn't initiate the refund of the transaction.
sadness	@PaulJonMilne too grim, too insanely, determined to hurt you from
no-sadness	Never dull moment here
no-sadness	Hmm...looks like no one @Tampax is available to respond. Its like waiting for a #doomsday reply. That #burning question with no #answer
sadness	why yall hyped abt that girl getting to hang out w JB, he clearly looks so unhappy and bored in the pics no offense LOL, plus he hates yall
